text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
كانها نهايه العاااالم انو جاكيتك يكون بيعد عنك 😤💔😒,1,1,1,0,0,0,0,0,0,0,0
سؤال هي محادثات فيس بوك اللي في الرسايل لو اتحذفت من الطرفين ممكن اي وسيله ترجعها واحد صاحبي العمليه قلبت ضلمه معاه و مرعوب و عاوز يتاكد 😂,0,0,0,1,0,0,0,0,0,0,0
جيزان قبل قليل كمين محكم يؤدي بمقتل اكثر من عسكريين سعوديين بينهم ضابط واسر هذا سبب تحليق طائراتهم الجبانه بشكل هستيري الي جهنم,1,0,1,0,0,0,0,0,1,0,0
لم اعد اثق في الاحداث ايران تتربص وتجاهر والغرب يريد حصص وبعض من اهلها فتنو بعيال دحلان لن اغامر بخساره مكه والمدينه حتي ولو باذي صغير,1,0,0,1,0,0,0,1,1,0,0
اتفق مع الاخ ناصرالزيادي باتت المفرقعات تشكل خطوره قصوي من حيث الاضرار التي ممكن ان تخلفها الحل هو توعيه الاباء للابناء,1,1,0,1,0,0,0,1,0,0,0
قطع كهرباء الرويس جريمه حي الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حاله المرضي,1,0,0,1,0,0,0,0,0,0,0
اين المسئول الذي ينزل للشارع ليسمع معاناه المجتمع والناس,1,0,1,0,0,0,0,0,0,0,0
انا وياك انكتبنا فسطور الراحلين لايرجعنا عتاب ولايرجعنا حنين ولا شوق لذكرياتنا اللي مابين فرح وانينانتهينا فدرب الحب وبنفترق سنين,0,0,0,0,0,0,0,0,1,0,0
ودي اعلمك ب همومي ولكني اخاف اعلمك فيها ما تقدرها اخاف,0,0,0,1,0,0,0,0,1,0,0
اهالي القصب متذمرون من برج الاتصالات مافيه الا شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي,1,0,1,0,0,0,0,1,0,0,0
بتشتري ثياب كل شهر عا قد راتبي اي شو بدنا ناكل 😠,1,0,0,0,0,0,0,1,0,0,0
قلبي يخفق بسرعه خفقان توتر,0,0,0,1,0,0,0,0,0,0,0
الاردن من شفتني و شافوني بحرهم ميت و هم ابطال في تطفلاتهم و ايضا يريدون رعايه خاصه لكثره المعاقين اشطلعت هاي يعني الله غاضب عليهم,1,0,1,0,0,0,0,1,0,0,0
شور بيت اللهم قوه ثم راحه بال ثم استجابه لادعيه نتمناها كثيرا,0,0,0,0,0,0,1,0,0,0,0
ولا كلمه ولا عذر ولا تبرير ممكن يمتصوا غضبيحاسه حالي بركان طول ماانا مفتكره الكلام اللي انقال,1,0,0,0,0,0,0,0,0,0,0
حضرتك ابنك فاشل وبشتكي منه اهو 😠 وانا مالي ماتكلم ابوه 😂😂 ايه العيله دي,1,0,1,0,0,0,0,1,0,0,0
ليت الاحاسيس تتصور وصورها ودي تشوف بعيونك كيف تحزني,0,0,0,0,0,0,0,0,1,0,0
شكرا لك ربما تسرعي في الكتابه ساعه ما فجعني خبر مقتل ابرياء وهم يتسحرون جعلني اقتصر علي بضع كلمات تعبر عن غضبي,1,0,0,0,0,0,0,0,1,0,0
قمه الراحه النفسيه لم تشوف علي خان يغرد ياخي تحس بسعاده ابديه موو,0,0,0,0,1,1,1,0,0,0,0
لاا كفايه وجع بطن 😣,1,0,0,0,0,0,0,0,1,0,0
يالا الاسي حتي الوطن بات مثلنا تماماً شيئاً طارئاً ليبيا سهريه,1,0,0,0,0,0,0,1,1,0,0
والله ان في قلبك بساتين من الفرح والسعاده والجمال فقط يحتاج منك الي ان ترويه بقطرات من الثقه والتفاؤل والايمان فدع عنك الهم,0,0,0,0,1,0,1,0,0,0,0
امر غريب حين تجد اكاونت بتويتر يضج بالحياه والموسيقي والرقص والالوان وبعد التعرف الي صاحبته تجدها في عزله واكتئاب,0,0,0,0,0,0,0,0,1,1,0
امل حياتي الاغنيه دي الحانها عظيمه بطريقه مبهره والاغنيه ككلمات مش لاقي فيها جمله او كوبليه او مقطع اي كلام الاغنيه كلها لازم تتسحل معاها,0,0,0,0,1,1,0,0,0,0,0
لن الجا لمن يجعلني خائب ف ظن الحب عابس لاجل ذاكره انت استوطنتها يشعر بالوجع,0,0,1,1,0,0,0,0,1,0,0
عندي وسواس من كل اشي اعوج 😐 مستحيييل اشوف اشي اعوج وما اعدلو وخصوصا الصور الي بصورها لازم تكون بالملم 👌 لدرجه اني شريت كاميرا فيها ميزان,0,0,0,0,0,0,0,1,0,0,1
ما بقه شي للعيد حبيت اكون اول واحد اهنيك كل عام وانت بخير بسمتك تخلق لي الفرحه من حيث لا احتسب جعل الي احبه مايجوف اله السعاده 💙,0,0,0,0,1,1,1,0,0,0,0
احلي اشي بسهرات الاعراس انك بتفرغ طاقتك السلبيه وبتعيش الجو بفرحه وانبساط مع العريس واهله,0,0,0,0,1,0,1,0,0,0,0
الحمله لم تاتي من فراغ بل استياء حقيقي من نظير سوء الخدمات من انقطاع وضعف وسوء التعامل والاستخفاف بالعميل مقاطعه لصالحكم,1,0,1,0,0,0,0,1,0,0,0
لما تكفي الكهربا وتشتغل يجيني ابتهاج مو طبيعي لو معايا مليون وزعتها عليكم 😂,0,0,0,0,1,0,0,0,0,0,0
الليله رافعين اعلمنا 😍 الليله ليله انتصار 💪 ووراك يا مصري من البدايه 💚 والغربي مولعها نار 😄 يارب العالمين رجعنا منصورين ❤ 💪,0,0,0,0,1,1,1,0,0,0,0
الرسوم المتحركه انتاجها جدا لطيف وفيه ذكاء 🌿 😊 🌿 🌿 💐 🌿,0,0,0,0,1,0,1,0,0,0,0
صوت الرعد بالنسبه لي امان اكثر من انه خوف احبه⛈ 💗,0,0,0,1,0,1,1,0,0,0,0
دول ربنا هاينتقم منهم شر انتقام تجار,1,0,0,0,0,0,0,0,0,0,0
ماله داعي ياخي ارعبته وشلون يبي يرقد الليله ,1,0,0,1,0,0,0,0,0,0,0
عشان مش حنحس بهاي الفرحه في الجامعه فخلينا نعيشها هلا😂,0,0,0,0,1,0,0,0,0,0,0
خيبااات وجروح ومواجعّ وخذلان مافيه احد يبقي علي طول وافي,0,0,0,0,0,0,0,1,1,0,0
طول عمري بقول لمرتي بدي اطلع معك بالبرنامج😍😍😂😂😂🔥🔥🔥 تركا علينا القمر عنا فرحه رمضان محمد قيس ,0,0,0,0,1,1,0,0,0,0,0
مبكرهش ف حياتي قد المنظره 😤,1,0,1,0,0,0,0,0,0,0,0
كن شاكرا مادمت حياواعلم بان الدنيا ايام تدوروقل دائما الحمد لله تعش دائما في سرور اللهم اجعلناشاكرين لنعمك راضين بقضائك متلذذين بذكرك 🙏,0,0,0,0,1,1,1,0,0,0,1
اليوم مشرق وجميل وانا صاحيه مودي حلو ومبسوطه وحاجه منتهي البط يقوم فرحان من النوم جدا 😂,0,0,0,0,1,1,1,0,0,0,0
الاعلام العبري قوات الاحتلال تقوم باغلاق مداخل ومخارج بلده المطله شمال فلسطين المحتله قبل قليل بعد وجود انذار بوقوع هجوم,1,0,0,1,0,0,0,0,0,0,0
اخويا الصغير بيقول لماما معملتيش علاء الدين فانا لقيتني جالي هستيريا ضحك ده ايه ده اللي هو قمر الدين يعني ميشا ده مالوش حل😂😂😂,0,0,0,0,1,0,0,0,0,0,1
الزعيم يحبنا حب القط لفار مذعور يجرحه يخنقه و يكسر عظمه,1,0,1,0,0,0,0,1,0,0,0
هو انا ليه حاسه بتخلف عقلي من الماده دي 😟 ولا د جوع دا ولا ايه 🤔🐒,0,0,0,0,0,0,0,0,0,1,0
يتفاخر السعوديون بانخفاض نسبه الاغتصاب في السعوديه مقارنه بالدول الغربيه و الحقيقه انهم يمارسون التكتم و ترهيب الضحايا لاجبارهن علي الصمت,1,1,1,0,0,0,0,1,1,0,0
امي الحنونه بتحب الدراسه كتير كتير لانها انحرمت من التعليم ظلت حسره بقلبها حسره💔,0,0,0,0,0,1,0,0,1,0,0
شاليه في جده الليله ب٣٠٠٠ ريال لييييييييييييييش بحركم مويته عذبه مو كله بامبرز وصرف صحي سلامااااااتتت 😤😤,1,0,1,0,0,0,0,1,0,0,0
دعني اصف لك شعوري اني اشعر وكان قلبي كان كقطعه جليد مكعبه تستوطن وسط صدري فانسكب الحزن كماء شديد الغليان عليها فاذابها,0,0,0,0,0,0,0,0,1,0,0
لكل متابعيني الله يروي قلوبكم بالفرح وغيث السعاده ويجعل ارواحكم نقيه من الاحزان والهموم ❤️,0,0,0,0,1,1,1,0,0,0,0
انا حزينه كيف لي بخيبه الامل اللي جاته لا جوهره ويدخل برايم وكان بيودع بعد ربي حماه الحمدلله ,0,0,0,0,0,0,0,0,1,0,0
القهوه طعمها مر 😀,1,0,0,0,0,0,0,1,1,0,0
اللهم ارحم حبيبتي بقدر ما بكيت لفقدها يارب صبر قلبي الي ان القاها في جنتك 💔,0,0,0,0,0,1,0,0,1,0,0
من كثر حبك يقولون مسحور وان كان حبك سحر مبغي علاجه خله يسري خافقن فيك مغرور ما دام سحرك غايته وابتهاجه قلبن يحبك,0,0,0,0,0,1,0,0,0,0,0
وكان سبب كل هالشوشره والزعل والقومه والطيحه هي انا محتاج احس انك تبيني ولكن محد يفهم,1,0,0,0,0,0,0,0,1,0,0
كلمه لرجل امن الحرم جزاهم الله كل الخير هم فخر لهذا الوطن اسال الله لهم التوفيق وسعاده و الراحه وان يرزقهم 💚 💚,0,0,0,0,1,1,0,0,0,0,0
اغاظه في ايش السؤال فيه غموض شوي 🙁,1,1,0,0,0,0,0,1,0,1,0
الذكريات قد تثير فينا الشجن قد تثير فينا الحزن قد تعود بنا الي الماضي الذي نرفض نسيانه او الذي نريد نسيانه,0,0,0,0,0,0,0,1,1,0,0
احياناً اوصل مرحله من القنوط افكر ليش انا من بين كل هالبشر وش الخلل وش الذنب اللي سويته بس,0,0,0,0,0,0,0,1,1,0,0
كل الناس نزلت رواتبها تقريبا الا رواتب المتقاعدين بنك الاثمار عسي ماشر وراهم عيد مو ضروري فايده هالشهر ,1,0,0,0,0,0,0,0,1,0,0
اللهم صديقتي اللي توّرد ازهار قلبي تَكُون دايماً مبسوطه 🌟💙,0,0,0,0,1,1,1,0,0,0,0
تاييد بيع الارض مش وجهه نظر وتاييد بيع ارض البلد يفسد للود الف قضيه بلوك للخولات والشراميط بقي واتخلصوا من عار الخيانه,1,0,1,0,0,0,0,0,0,0,0
معندكوش انتوا روح الدعابه خالص,1,0,1,0,0,0,0,1,1,0,0
بتمني اليوفي يكون متوتر و يلعبو طول الوقت دفاع لانو مهما دافعو رح نلاقي حل اما اذا هجمو الدفاع الي عنا مصيبه و رح نلقم عطول,0,1,0,1,0,0,0,0,0,0,0
المتصدرون يستغرقون في نقاش شكل الدوله ونظامها واسمها ودينها والبسطاء يغرقون في هموم القوت اليومي وانعدام الامن,1,1,1,0,0,0,0,1,1,0,0
الصوره بتحلي بتفاضيلها حاجات لو بس هنعملها نلقي الفرحه عايشه معانا ف كل مكان لما القلب يدق يدق يدق يدق❤بهجه👏🎀 احمد حلمي دنيا سمير غانم,0,0,0,0,1,1,1,0,0,0,1
افتكر انك هتجيلي بكرا علشان ادوس عليك اصل الدنيا بتلف ودوري جاي 💪💪💪💪😡,1,0,0,0,0,0,0,1,0,0,0
الايام دي وجعاني اووي ومع ذلك لسه بضحك وبقول انا جامده اهو ومستهيفه كل احساس خوف جوايا بس الاكيد اني مش خايفه من اللي جاي بس انا مرعوبه,0,0,0,1,0,0,0,0,1,0,0
ومساك بسعاده وراحه البال ربي يسعدك دووم,0,0,0,0,1,1,1,0,0,0,0
غضبوا وملاوا العالم بصراخهم الرقه تذبح بصمت وعندما تذبح علنا وتحرق ب الفوسفور الابيض هدا بالهم والتزموا الصمت ,1,0,0,0,0,0,0,0,1,0,0
اذا احد سوي فيا حركه وسخه ما اكرهه ولا انسي لا بس افكر في خطط انتقاميه لين انتقم وارتاح,1,1,0,0,0,0,0,1,0,0,0
ال ديجافو بدا يكتر معايا اليومين دول بشكل مبالغ ☹️,0,0,0,0,0,0,0,0,1,0,0
و انا طيب عيوني منفخه من البكاء والخوف من الاوامر الملكيه مافي جبر خواطر مافي اسعاد مسلم 💔 🖤,0,0,0,0,0,0,0,0,1,0,0
خلك كتّوم واخفي همك بضحكه الله عٓطي والله اخذ والله كريم قروب المغرد العماني قروب سما عمان نخبه مغردي عُمان,0,0,0,0,0,0,1,0,0,0,0
الناس الخلصوا امتحانات خلاص 📓 مفيش دعوه حلوه ليهم في رمضان😍 حلم الحياه,0,0,0,0,1,1,1,0,0,0,0
خلاص عاد انا اعتذرت وانتي اقبلي اعتذاري اممممم لازم تخلي العالم تشوف ايش قلت تغريده ومسحتها,1,1,0,0,0,0,0,0,0,0,0
مساء الخير انا حزين و اريد الرحيل لم اعد في المزاج المناسب للممارسه الحياه و شكرا,0,0,0,0,0,0,0,1,1,0,0
كفي تباكي ماذا فعلتم انتم لتحرير اهل العراق من داعش لا شي فشلكم و تخاذلكم مهد الطريق لايران في المنطقه ,1,0,1,0,0,0,0,1,0,0,0
